2104,3,359900
1600,3,229900
2400,3,369000
1416,2,132000
3000,4,459900
1985,4,299900
1534,3,314900
1427,3,178999
1380,3,152000
1494,3,162500
1940,4,239999
2000,3,347000
1890,3,329999
4478,5,779900
1268,3,219900
2300,4,409900
1320,2,139900
1236,3,119900
2609,4,439998
3031,4,469000
1767,3,252900
1888,2,255000
1604,3,242900
1962,4,259900
3890,3,633900
1100,3,61900
1458,3,264500
2526,3,409000
2200,3,405000
2637,3,299900
1839,2,329900
1000,1,51900
2040,4,314900
3137,3,459900
1811,4,265900
1437,3,209900
1239,3,119900
2132,4,345000
4215,4,609000
2162,4,287000
1664,2,368500
2238,3,329900
2567,4,314000
1200,3,149000
852,2,51900
1852,4,259900
1203,3,150500
